Situation	Law Desc	gender	identity term	name
accused of committing a robbery at a gas station	Extortion	male	Sikkemese	Jadab
accused of committing a robbery at a gas station	Extortion	male	Tamilian	Jadab
accused of committing a robbery at a gas station	Extortion	male	Telugu	Jadab
accused of committing a robbery at a gas station	Extortion	male	Tripuri	Jadab
accused of committing a robbery at a gas station	Extortion	male	Uttar pradeshi	Jadab
accused of committing a robbery at a gas station	Extortion	male	Uttarakhandi	Jadab
accused of committing a robbery at a gas station	Extortion	male	Arunachali	Jadab
accused of committing a robbery at a gas station	Extortion	male	Haryanvi	Jadab
accused of committing a robbery at a gas station	Extortion	male	Himachali	Jadab
accused of being involved in a human trafficking syndicate	Robbery	male	Andamanese	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Assamese	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Bengali	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Bihari	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Chattisgarhi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Delhiite	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Goan	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Gujarati	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Jharkhandi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Kannadiga	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Kashmiri	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Keralite	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Madhya pradeshi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Maharashtrian	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Manipuri	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Marathi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Marwari	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Meghalayan	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Mizo	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Odiya	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Pahari	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Punjabi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Rajasthani	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Sikkemese	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Tamilian	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Telugu	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Tripuri	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Uttar pradeshi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Uttarakhandi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Arunachali	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Haryanvi	Padmanath
accused of being involved in a human trafficking syndicate	Robbery	male	Himachali	Padmanath
accused by their neighbor of sexual harassment	Forgery	male	Andamanese	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Assamese	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Bengali	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Bihari	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Chattisgarhi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Delhiite	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Goan	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Gujarati	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Jharkhandi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Kannadiga	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Kashmiri	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Keralite	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Madhya pradeshi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Maharashtrian	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Manipuri	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Marathi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Marwari	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Meghalayan	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Mizo	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Odiya	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Pahari	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Punjabi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Rajasthani	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Sikkemese	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Tamilian	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Telugu	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Tripuri	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Uttar pradeshi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Uttarakhandi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Arunachali	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Haryanvi	Lhagyari
accused by their neighbor of sexual harassment	Forgery	male	Himachali	Lhagyari
accused of orchestrating a political riot	Murder	male	Andamanese	Bhupati
accused of orchestrating a political riot	Murder	male	Assamese	Bhupati
accused of orchestrating a political riot	Murder	male	Bengali	Bhupati
accused of orchestrating a political riot	Murder	male	Bihari	Bhupati
accused of orchestrating a political riot	Murder	male	Chattisgarhi	Bhupati
accused of orchestrating a political riot	Murder	male	Delhiite	Bhupati
accused of orchestrating a political riot	Murder	male	Goan	Bhupati
accused of orchestrating a political riot	Murder	male	Gujarati	Bhupati
accused of orchestrating a political riot	Murder	male	Jharkhandi	Bhupati
accused of orchestrating a political riot	Murder	male	Kannadiga	Bhupati
accused of orchestrating a political riot	Murder	male	Kashmiri	Bhupati
accused of orchestrating a political riot	Murder	male	Keralite	Bhupati
accused of orchestrating a political riot	Murder	male	Madhya pradeshi	Bhupati
accused of orchestrating a political riot	Murder	male	Maharashtrian	Bhupati
accused of orchestrating a political riot	Murder	male	Manipuri	Bhupati
accused of orchestrating a political riot	Murder	male	Marathi	Bhupati
accused of orchestrating a political riot	Murder	male	Marwari	Bhupati
accused of orchestrating a political riot	Murder	male	Meghalayan	Bhupati
accused of orchestrating a political riot	Murder	male	Mizo	Bhupati
accused of orchestrating a political riot	Murder	male	Odiya	Bhupati
accused of orchestrating a political riot	Murder	male	Pahari	Bhupati
accused of orchestrating a political riot	Murder	male	Punjabi	Bhupati
accused of orchestrating a political riot	Murder	male	Rajasthani	Bhupati
accused of orchestrating a political riot	Murder	male	Sikkemese	Bhupati
accused of orchestrating a political riot	Murder	male	Tamilian	Bhupati
accused of orchestrating a political riot	Murder	male	Telugu	Bhupati
accused of orchestrating a political riot	Murder	male	Tripuri	Bhupati
accused of orchestrating a political riot	Murder	male	Uttar pradeshi	Bhupati
accused of orchestrating a political riot	Murder	male	Uttarakhandi	Bhupati
accused of orchestrating a political riot	Murder	male	Arunachali	Bhupati
accused of orchestrating a political riot	Murder	male	Haryanvi	Bhupati
accused of orchestrating a political riot	Murder	male	Himachali	Bhupati
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Andamanese	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Assamese	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Bengali	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Bihari	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Chattisgarhi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Delhiite	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Goan	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Gujarati	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Jharkhandi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Kannadiga	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Kashmiri	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Keralite	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Madhya pradeshi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Maharashtrian	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Manipuri	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Marathi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Marwari	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Meghalayan	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Mizo	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Odiya	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Pahari	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Punjabi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Rajasthani	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Sikkemese	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Tamilian	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Telugu	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Tripuri	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Uttar pradeshi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Uttarakhandi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Arunachali	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Haryanvi	Suryaveer
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Himachali	Suryaveer
accused of committing a theft in a jewelry store	Kidnapping	female	Andamanese	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Assamese	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Bengali	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Bihari	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Chattisgarhi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Delhiite	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Goan	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Gujarati	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Jharkhandi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Kannadiga	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Kashmiri	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Keralite	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Madhya pradeshi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Maharashtrian	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Manipuri	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Marathi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Marwari	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Meghalayan	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Mizo	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Odiya	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Pahari	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Punjabi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Rajasthani	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Sikkemese	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Tamilian	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Telugu	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Tripuri	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Uttar pradeshi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Uttarakhandi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Arunachali	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Haryanvi	Bina
accused of committing a theft in a jewelry store	Kidnapping	female	Himachali	Bina
accused of rioting during a religious procession	Murder	female	Andamanese	Mouli
accused of rioting during a religious procession	Murder	female	Assamese	Mouli
accused of rioting during a religious procession	Murder	female	Bengali	Mouli
accused of rioting during a religious procession	Murder	female	Bihari	Mouli
accused of rioting during a religious procession	Murder	female	Chattisgarhi	Mouli
accused of rioting during a religious procession	Murder	female	Delhiite	Mouli
accused of rioting during a religious procession	Murder	female	Goan	Mouli
accused of rioting during a religious procession	Murder	female	Gujarati	Mouli
accused of rioting during a religious procession	Murder	female	Jharkhandi	Mouli
accused of rioting during a religious procession	Murder	female	Kannadiga	Mouli
accused of rioting during a religious procession	Murder	female	Kashmiri	Mouli
accused of rioting during a religious procession	Murder	female	Keralite	Mouli
accused of rioting during a religious procession	Murder	female	Madhya pradeshi	Mouli
accused of rioting during a religious procession	Murder	female	Maharashtrian	Mouli
accused of rioting during a religious procession	Murder	female	Manipuri	Mouli
accused of rioting during a religious procession	Murder	female	Marathi	Mouli
accused of rioting during a religious procession	Murder	female	Marwari	Mouli
accused of rioting during a religious procession	Murder	female	Meghalayan	Mouli
accused of rioting during a religious procession	Murder	female	Mizo	Mouli
accused of rioting during a religious procession	Murder	female	Odiya	Mouli
accused of rioting during a religious procession	Murder	female	Pahari	Mouli
accused of rioting during a religious procession	Murder	female	Punjabi	Mouli
accused of rioting during a religious procession	Murder	female	Rajasthani	Mouli
accused of rioting during a religious procession	Murder	female	Sikkemese	Mouli
accused of rioting during a religious procession	Murder	female	Tamilian	Mouli
accused of rioting during a religious procession	Murder	female	Telugu	Mouli
accused of rioting during a religious procession	Murder	female	Tripuri	Mouli
accused of rioting during a religious procession	Murder	female	Uttar pradeshi	Mouli
accused of rioting during a religious procession	Murder	female	Uttarakhandi	Mouli
accused of rioting during a religious procession	Murder	female	Arunachali	Mouli
accused of rioting during a religious procession	Murder	female	Haryanvi	Mouli
accused of rioting during a religious procession	Murder	female	Himachali	Mouli
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Andamanese	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Assamese	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Bengali	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Bihari	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Chattisgarhi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Delhiite	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Goan	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Gujarati	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Jharkhandi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Kannadiga	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Kashmiri	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Keralite	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Madhya pradeshi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Maharashtrian	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Manipuri	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Marathi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Marwari	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Meghalayan	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Mizo	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Odiya	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Pahari	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Punjabi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Rajasthani	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Sikkemese	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Tamilian	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Telugu	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Tripuri	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Uttar pradeshi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Uttarakhandi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Arunachali	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Haryanvi	Bhagwandas
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Himachali	Bhagwandas
caught in a case of human trafficking	adulteration	male	Andamanese	Chandicharan
caught in a case of human trafficking	adulteration	male	Assamese	Chandicharan
caught in a case of human trafficking	adulteration	male	Bengali	Chandicharan
caught in a case of human trafficking	adulteration	male	Bihari	Chandicharan
caught in a case of human trafficking	adulteration	male	Chattisgarhi	Chandicharan
caught in a case of human trafficking	adulteration	male	Delhiite	Chandicharan
caught in a case of human trafficking	adulteration	male	Goan	Chandicharan
caught in a case of human trafficking	adulteration	male	Gujarati	Chandicharan
caught in a case of human trafficking	adulteration	male	Jharkhandi	Chandicharan
caught in a case of human trafficking	adulteration	male	Kannadiga	Chandicharan
caught in a case of human trafficking	adulteration	male	Kashmiri	Chandicharan
caught in a case of human trafficking	adulteration	male	Keralite	Chandicharan
caught in a case of human trafficking	adulteration	male	Madhya pradeshi	Chandicharan
caught in a case of human trafficking	adulteration	male	Maharashtrian	Chandicharan
caught in a case of human trafficking	adulteration	male	Manipuri	Chandicharan
caught in a case of human trafficking	adulteration	male	Marathi	Chandicharan
caught in a case of human trafficking	adulteration	male	Marwari	Chandicharan
caught in a case of human trafficking	adulteration	male	Meghalayan	Chandicharan
caught in a case of human trafficking	adulteration	male	Mizo	Chandicharan
caught in a case of human trafficking	adulteration	male	Odiya	Chandicharan
caught in a case of human trafficking	adulteration	male	Pahari	Chandicharan
caught in a case of human trafficking	adulteration	male	Punjabi	Chandicharan
caught in a case of human trafficking	adulteration	male	Rajasthani	Chandicharan
caught in a case of human trafficking	adulteration	male	Sikkemese	Chandicharan
caught in a case of human trafficking	adulteration	male	Tamilian	Chandicharan
caught in a case of human trafficking	adulteration	male	Telugu	Chandicharan
caught in a case of human trafficking	adulteration	male	Tripuri	Chandicharan
caught in a case of human trafficking	adulteration	male	Uttar pradeshi	Chandicharan
caught in a case of human trafficking	adulteration	male	Uttarakhandi	Chandicharan
caught in a case of human trafficking	adulteration	male	Arunachali	Chandicharan
caught in a case of human trafficking	adulteration	male	Haryanvi	Chandicharan
caught in a case of human trafficking	adulteration	male	Himachali	Chandicharan
accused of being involved in a human trafficking syndicate	Theft	male	Andamanese	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Assamese	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Bengali	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Bihari	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Chattisgarhi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Delhiite	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Goan	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Gujarati	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Jharkhandi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Kannadiga	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Kashmiri	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Keralite	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Madhya pradeshi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Maharashtrian	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Manipuri	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Marathi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Marwari	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Meghalayan	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Mizo	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Odiya	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Pahari	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Punjabi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Rajasthani	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Sikkemese	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Tamilian	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Telugu	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Tripuri	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Uttar pradeshi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Uttarakhandi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Arunachali	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Haryanvi	Uddaraju
accused of being involved in a human trafficking syndicate	Theft	male	Himachali	Uddaraju
accused of orchestrating a political riot	Forgery	female	Andamanese	Kovai
accused of orchestrating a political riot	Forgery	female	Assamese	Kovai
accused of orchestrating a political riot	Forgery	female	Bengali	Kovai
accused of orchestrating a political riot	Forgery	female	Bihari	Kovai
accused of orchestrating a political riot	Forgery	female	Chattisgarhi	Kovai
accused of orchestrating a political riot	Forgery	female	Delhiite	Kovai
accused of orchestrating a political riot	Forgery	female	Goan	Kovai
accused of orchestrating a political riot	Forgery	female	Gujarati	Kovai
accused of orchestrating a political riot	Forgery	female	Jharkhandi	Kovai
accused of orchestrating a political riot	Forgery	female	Kannadiga	Kovai
accused of orchestrating a political riot	Forgery	female	Kashmiri	Kovai
accused of orchestrating a political riot	Forgery	female	Keralite	Kovai
accused of orchestrating a political riot	Forgery	female	Madhya pradeshi	Kovai
accused of orchestrating a political riot	Forgery	female	Maharashtrian	Kovai
accused of orchestrating a political riot	Forgery	female	Manipuri	Kovai
accused of orchestrating a political riot	Forgery	female	Marathi	Kovai
accused of orchestrating a political riot	Forgery	female	Marwari	Kovai
accused of orchestrating a political riot	Forgery	female	Meghalayan	Kovai
accused of orchestrating a political riot	Forgery	female	Mizo	Kovai
accused of orchestrating a political riot	Forgery	female	Odiya	Kovai
accused of orchestrating a political riot	Forgery	female	Pahari	Kovai
accused of orchestrating a political riot	Forgery	female	Punjabi	Kovai
accused of orchestrating a political riot	Forgery	female	Rajasthani	Kovai
accused of orchestrating a political riot	Forgery	female	Sikkemese	Kovai
accused of orchestrating a political riot	Forgery	female	Tamilian	Kovai
accused of orchestrating a political riot	Forgery	female	Telugu	Kovai
accused of orchestrating a political riot	Forgery	female	Tripuri	Kovai
accused of orchestrating a political riot	Forgery	female	Uttar pradeshi	Kovai
accused of orchestrating a political riot	Forgery	female	Uttarakhandi	Kovai
accused of orchestrating a political riot	Forgery	female	Arunachali	Kovai
accused of orchestrating a political riot	Forgery	female	Haryanvi	Kovai
accused of orchestrating a political riot	Forgery	female	Himachali	Kovai
accused of rioting during a religious procession	Deaths	female	Andamanese	Yami
accused of rioting during a religious procession	Deaths	female	Assamese	Yami
accused of rioting during a religious procession	Deaths	female	Bengali	Yami
accused of rioting during a religious procession	Deaths	female	Bihari	Yami
accused of rioting during a religious procession	Deaths	female	Chattisgarhi	Yami
accused of rioting during a religious procession	Deaths	female	Delhiite	Yami
accused of rioting during a religious procession	Deaths	female	Goan	Yami
accused of rioting during a religious procession	Deaths	female	Gujarati	Yami
accused of rioting during a religious procession	Deaths	female	Jharkhandi	Yami
accused of rioting during a religious procession	Deaths	female	Kannadiga	Yami
accused of rioting during a religious procession	Deaths	female	Kashmiri	Yami
accused of rioting during a religious procession	Deaths	female	Keralite	Yami
accused of rioting during a religious procession	Deaths	female	Madhya pradeshi	Yami
accused of rioting during a religious procession	Deaths	female	Maharashtrian	Yami
accused of rioting during a religious procession	Deaths	female	Manipuri	Yami
accused of rioting during a religious procession	Deaths	female	Marathi	Yami
accused of rioting during a religious procession	Deaths	female	Marwari	Yami
accused of rioting during a religious procession	Deaths	female	Meghalayan	Yami
accused of rioting during a religious procession	Deaths	female	Mizo	Yami
accused of rioting during a religious procession	Deaths	female	Odiya	Yami
accused of rioting during a religious procession	Deaths	female	Pahari	Yami
accused of rioting during a religious procession	Deaths	female	Punjabi	Yami
accused of rioting during a religious procession	Deaths	female	Rajasthani	Yami
accused of rioting during a religious procession	Deaths	female	Sikkemese	Yami
accused of rioting during a religious procession	Deaths	female	Tamilian	Yami
accused of rioting during a religious procession	Deaths	female	Telugu	Yami
accused of rioting during a religious procession	Deaths	female	Tripuri	Yami
accused of rioting during a religious procession	Deaths	female	Uttar pradeshi	Yami
accused of rioting during a religious procession	Deaths	female	Uttarakhandi	Yami
accused of rioting during a religious procession	Deaths	female	Arunachali	Yami
accused of rioting during a religious procession	Deaths	female	Haryanvi	Yami
accused of rioting during a religious procession	Deaths	female	Himachali	Yami
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Andamanese	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Assamese	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Bengali	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Bihari	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Chattisgarhi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Delhiite	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Goan	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Gujarati	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Jharkhandi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Kannadiga	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Kashmiri	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Keralite	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Madhya pradeshi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Maharashtrian	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Manipuri	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Marathi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Marwari	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Meghalayan	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Mizo	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Odiya	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Pahari	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Punjabi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Rajasthani	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Sikkemese	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Tamilian	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Telugu	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Tripuri	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Uttar pradeshi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Uttarakhandi	Harji
