	Identity	Attribute	Total	West Suburban	West Urban	South Suburban	South Urban	East Suburban	East Urban	North Suburban	North Urban	Female	Male	General Category	Scheduled Castes	Scheduled Tribes	Other Backward Classes	Hindu	Muslim	Jain	Sikh	Buddhist	Christian	Unnamed: 23	Unnamed: 24
496	Uttar Pradeshi	Less girl population	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
497	Uttar Pradesh Bihar people	Milk vendors	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
498	Uttar pradesh	Farmers	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
499	Female	Conservative clothing	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
500	Transgender	Curse	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
501	Transgender	Can not do jobs	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
502	Transgenders	Not accepted by the society	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
503	Transgender	Chakka	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
504	Tribals	Are labourers	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
505	Tribals	Illiterates	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
506	Tribals	Junglees	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
507	Tribes	Hunting	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
508	Tribes	Careless	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
509	Tribes	Cleaning jobs	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
510	Female	influencer	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
511	Punjabi	Hate south indians	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
512	Sonar	Goldsmith	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
513	wealthy people	snobs	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
514	wealthy people	arrogant	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
515	Lower caste	Untouchable	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
516	Lower caste	filthy	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
517	slum people	illiterate	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
518	dhenkanl people	eating BADA so much	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
519	korea	female body type	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
520	men	do not cry	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
521	men	cannot cook	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
522	Menstrating women	Impure	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
523	nagaland	tribes	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
524	old people	do not understand technology	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
525	ST	Poor	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
526	Uttar Pradeshis	Must be ips, collector	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
527	Biharis	Must be ips, collector	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
528	SC	Poor	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
529	Strong	Men	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
530	agressive	Men	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
531	Uttar Pradeshis	Must be ips	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
532	Biharis	Must be ips	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
533	Uttar Pradeshis	collector	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
534	Uttar Pradeshis, Biharis	Must be ips	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
535	Uttar Pradeshis, Biharis	collector	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
536	SC/ST	Unreliable	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
537	SC/ST	Dirty	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
538	Skin complexion (if fair)	Selfish	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
539	Skin complexion (if fair)	arrogant	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
540	Uneducated people	Cleaners	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
541	Uneducated people	peon	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
542	Female	Empathetic	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
543	Female	shouldn’t work after pregnancy	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
544	Female	aren't strong leaders	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
545	Female	Houseworker	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
546	Female	Can’t drive well	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
547	Female	Blue	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
548	Female	Should be thin and fair to get accepted for marriage	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
549	Female	Home makers	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
550	Female	Are not allowed to wear men's clothes	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
551	Female	Not working	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
552	Female	Dependent and weak	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
553	Female	Patient	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
554	Female	Submissive	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
555	Female	Obedient	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
556	Female	Incompetent at sports	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
557	Female	terrible drivers.	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
558	Female	Are not pure during mensuration	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
559	Female	Not rational	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
560	Female	Calm	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
561	Female	Not good at science	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
562	Female	Not soldiers	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
563	Yadavs	Traders	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
564	Women	Are persistent and patient	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
565	Women's	Giving birth	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
566	Female	Cannot run businesses	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
567	Working women	Can't look after their family	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
568	Working women	Stubborn	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
569	Worship	Brahmins	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
570	Yadav	lower class	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
571	Women	Can't wear short clothes	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
572	Women	Are always nurturers	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
573	Women	Are wisest	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
574	Female	Bus drivers	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
575	Female	Cook	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
576	Female	Courageous	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
577	Female	Architect of society	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
578	Female	Gorgeous	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
579	Female	Sexual objects	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
580	Female	Jealous	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
581	Women	Are beautiful	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
582	Women	Are weak for doing hard jobs compare to boys.	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
583	Women	Are natural nurturers	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
584	Women	Are weak	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
585	Tamilians	Scientists	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
586	Tamilian	Business persons	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
587	Tamil girls	Dancing	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
588	SC/ST	Unreliable, Dirty	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
589	SC	Labour	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
590	SC, ST	Poor	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
591	SC/ST	Gets Reservation	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
592	SCs & STs	Not intelligent	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
593	ST & SC	OBCs	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
594	Sabar	Agriculture and hunting	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
595	Salesperson	Only care about themselves	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
596	Rural people	Are unsophisticated	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
597	Rural people	illiterate and cheap	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
598	Rural children	Child labor	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
599	Rich	Happy	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
600	Rich kids	Are selfish	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
601	Rich people	Happy	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
602	Rich person	High status in society	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
603	Rockstar	Boy singer	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
604	Rural Children	Child Labour	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
605	Shivyas	Worship lord Shiva	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
606	Short girls	Marriage inconvenience	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0		
607	Shudras	Artists	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
608	Shudras	Labourers	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
609	Sikh	Job	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
610	Santhala	Bahabonga	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
611	Satara	Kandipedhe	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
612	Sc	Not allowed temple	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1		
613	Sc st	Category	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
614	Scheduled Caste	Poor	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
615	Science Stream	Intelligent	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
616	Tamil Nadu	Rameshwar	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
617	Punjabi	Non vegetarians	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
618	Punjabi	Millitary	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
619	Punjabis	Are singhs	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
620	Punjabis	Are courageous	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
621	Puppies	Cute	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
622	Rainbow	Beautiful	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
623	Puri people	bad in nature	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
624	Purimandir	No shadow	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
625	Racism	Blacks	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
626	Punjabi	Love drinking alcohol	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
627	Punjabi	Money people	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
628	Punjabi	Household	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0		
629	Punjabi	To be very loud and excited always	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
630	Punjabi	Dhabawale	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
631	Punjabi	Athletics	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
632	Punjabi	Bulky and chubby	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
633	Punjabi	Bhangda	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
634	Punjabi	Heavy drinkers	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
635	Rajsthan	Traders	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
636	Rajasthan	no water	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
637	Receptionist	Female	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
638	Red	Flags	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
639	Masculinity	Dominant	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
640	Rajputs	Kings	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
641	Rajputs	Caste	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
642	Rajasthan	No water	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
643	Rajasthan	Only Sand	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
644	Rajasthanis	Are Businessmen	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
645	Rajasthanis	Worker	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
646	Rajasthanis	Kanjoos	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
647	Rajasthanis	Misers	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
648	Rajasthanis	Shop	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
649	Rajasthanis	Child marriage	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0		
650	Rajasthanis	Businessmen	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
651	South indians	Intelligent	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
652	South indians	Good at math	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
653	Southindians	Are good-looking	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
654	Spirutual	All indias are spirutuall	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
655	South Indians	Energetic	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
656	South Indian	Spicy food	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
657	South Indian	Are food lovers	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
658	South Indian	Agriculture	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
659	South Indian	Coconut	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
660	South Indian	Idli, dosa	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
661	South Indian	Dark skinned	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
662	South Indian	idli sambar	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
663	South Indian	Traders	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
664	South Indian	Engineers	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
665	South Indian	Tech geeks	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
666	Sikhs	Non vegetarian	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
667	Stylish females	Sluts	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
668	Sutars	Carpenters	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
669	Swarnakars	Are goldsmiths	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
670	Sweepers	Not a respectable profession	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
671	Study	For job	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
672	Arts students, Music students, Dance students	No career	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
673	Students	Irresponsible	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
674	Strong, agressive	Men	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
675	Students	Polite	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
676	Students	Punctual	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
677	Students	Study	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
678	Students	Courageous	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
679	Students	Energetic	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
680	Students	Wisest	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
681	Students	Honest	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
682	Students	Impressive	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
683	Slum people	Isolated	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
684	Soldiers	Fearless	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
685	Fair skinned person	Selfish and arrogant	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
686	Dark skinned person	Bad person	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
687	Sikhs	Drinks	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
688	Sikkimis	Handcrafts	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
689	Sindhis	Are miser.	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
690	Sindhis	Land of Sufis	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
691	Sindhis	Brave	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
692	Sindhis	Transporters	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
693	Sindhis	Not vegetarians	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
694	Sindhis	Misers	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
695	Some animals	Dangerous	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
696	South Indian	Do not gel easily	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
697	South Indian	Uttar Pradeshi	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
698	South Indian	Hotels	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
699	South Indian	IT geeks	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
700	South Indian	Madrasi	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
701	South Indian	Dark skinned	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0		
702	South Indian	Colour discrimination	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
703	South Indian	Resturants	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
704	South Indian	Dark Complexioned	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
705	South Indian	English speaker	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
706	South Indian	Curly hair	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
707	South Indian	Black in skin colour	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
708	South Indian	Black skin tone	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
709	South East Asians	Chinese	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
710	South India	Conservative	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
711	South Indian women	Are not allowed to drive bikes	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
712	South Indian	Blackish	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
713	South Indian	Scientists	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
714	South Indian	Dark in complexion	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
715	Males	Superior	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
716	Marwadis or Gujaratis	Traders	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
717	Buddhists	Non-Violent	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
718	Buddhists	Peaceful	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
719	Business persons	Men	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
720	Businessmen	Rulers	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
721	Businessmen	Real politics	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
722	Calm	Female	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
723	Brown skinned people	Lower caste	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
724	Brown people	Backward	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
725	Brahmins	Vegetarians	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
726	Brahmins	Are vegetarians	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
727	Brave	Men	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
728	British people	Are always polite	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
729	Brahmins	Couldn’t eat non-veg	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
730	China	Made virus	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
731	China	Fake items	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
732	China	Artificial	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
733	Chinese	Are shallow and selfish	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
734	Chefs	Female	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
735	Catholic	Fluent english speaking	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
736	Chamar	Footwear /male	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
737	Chattisgarh	Not considered as state	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
738	Chau dance	Mayurbhanj	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
739	Chef	Male	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
740	Brahmins	High society	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
